title     appeared  type rank
dllup     2015 textMarkup     1881
Dashrep   2011 pl   1882
Ook  2005 esolang   1883
jcard     2014 jsonFormat     1884
jplace    2012 jsonFormat     1885
Winbatch  1989 pl   1886
vega-editor-app     2015 application    1887
Simplicity     2017 pl   1888
Gist 1977 pl   1889
WinWrap Basic  1993 pl   1890
never     2018 pl   1891
expresso  2012 pl   1892
CBASIC    1982 pl   1893
Atlas Autocode 1965 pl   1894
OGNL 2007 pl   1895
NELIAC    1958 pl   1896
Continuity of Care Document   2008 xmlFormat 1897
Color BASIC    1980 pl   1898
MAGMA     1993 pl   1899
Sawzall   2003 pl   1900
ASIC 1992 pl   1901
Zeek 1994 pl   1902
DATABUS   1972 pl   1903
Energy Systems Language  1950 notation  1904
Flowcode  2002 pl   1905
Phel 2020 pl   1906
yeti 2007 pl   1907
FloScript 2013 pl   1908
Quake     2001 pl   1909
zolang    2018 pl   1910
video     2016 pl   1911
hamdown   2018 textMarkup     1912
MUDDL     1988 pl   1913
Scsh 1993 pl   1914
json->url 2017 jsonFormat     1915
DAP FORTRAN    1975 pl   1916
funl 2020 pl   1917
Speech Synthesis Markup Language   2010 xmlFormat 1918
texti     2017 textMarkup     1919
Blox 2018 pl   1920
rosette-lang   2013 pl   1921
Sitemap   2001 xmlFormat 1922
Data Communications ALGOL     1970 pl   1923
Rocky Mountain BASIC     1988 pl   1924
Python for S60 2006 pl   1925
sporth    2015 pl   1926
Pycket    2022 pl   1927
Kuin 2016 pl   1928
Edinburgh IMP  2002 pl   1929
Pharen    2009 pl   1930
A+   1988 pl   1931
Clinical Document Architecture     1996 xmlFormat 1932
Axiom     1992 pl   1933
Euclid    1970 pl   1934
Synon     1986 pl   1935
XCAS 2001 pl   1936
PL/P 1978 pl   1937
Instruction list    2000 pl   1938
DDA  1979 pl   1939
Simons' BASIC  1983 pl   1940
categorical-query-language    2019 queryLanguage  1941
Margin    2019 textMarkup     1942
moya 2015 pl   1943
Wart 2010 pl   1944
ODRL 2000 pl   1945
Forte 4GL 1994 pl   1946
Action Code Script  2004 pl   1947
CobolScript    1999 pl   1948
Project MAC’s SYmbolic MAnipulator 1968 pl   1949
strat     2018 pl   1950
mimix-stream-language    2018 pl   1951
BrightScript   2008 pl   1952
Hspec     1990 pl   1953
Markdeep  2015 textMarkup     1954
xsharp    2015 pl   1955
Linker Script  1991 application    1956
jinx 2016 pl   1957
Tabloid   2020 esolang   1958
SAC  1994 pl   1959
FL   1989 pl   1960
TAL  2008 pl   1961
OBJ  1976 pl   1962
GEORGE    1957 pl   1963
Statsplorer    2014 visual    1964
Matrix Market Coordinate Format    1996 textDataFormat 1965
praxis-lang    2011 pl   1966
IDL specification language    1980 idl  1967
Armed Bear Common Lisp   2008 pl   1968
redprl    2016 pl   1969
Advanced Authoring Format     2002 binaryDataFormat    1970
CHICKEN   1994 pl   1971
MLAB 1975 pl   1972
g-fu 2019 pl   1973
Yabasic   1995 pl   1974
CRAM file format    2011 binaryDataFormat    1975
Tahoe-LAFS     2007 filesystem     1976
Chinese BASIC  1980 pl   1977
3D Manufacturing Format  2015 xmlFormat 1978
little    2016 pl   1979
BEAM Erlang virtual machine   2011 vm   1980
MHEG-5    1997 schema    1981
SequenceL 1989 pl   1982
lift 2014 pl   1983
clarity   2019 contractLanguage    1984
Literate Haskell    1991 pl   1985
RHTML     2004 template  1986
wah  2017 pl   1987
semicolon 2012 esolang   1988
lever     2015 pl   1989
Wonkey    2021 pl   1990
Gellish   2005 textMarkup     1991
Kalyn     2020 pl   1992
aretext   2020 editor    1993
obsidian  2018 pl   1994
Stockholm format    1997 textDataFormat 1995
Flatline  2013 pl   1996
NilScript 2013 pl   1997
ugBASIC   2021 pl   1998
XPL0 1976 pl   1999
ApeScript 1995 pl   2000
SQRL 2018 queryLanguage  2001
ISETL     1989 pl   2002
IPL  2013 pl   2003
Space     2013 dataNotation   2004
Astatine  2022 pl   2005
jasper    2014 pl   2006
Boogie    2008 pl   2007
D2   1995 textMarkup     2008
dbml 2019 textMarkup     2009
Low* 2008 pl   2010
opengraph 2010 xmlFormat 2011
2-pak     1975 pl   2012
rbs  2020 headerLang     2013
Basic4android  2011 pl   2014
Atari Microsoft BASIC    1981 pl   2015
Le-Lisp   1984 pl   2016
PL/C 1973 pl   2017
Google Data Protcol 2007 protocol  2018
Frank     2017 pl   2019
Pyth 2014 esolang   2020
TMTP 2017 protocol  2021
Binary Alignment Map     2009 binaryDataFormat    2022
De Bruijn index     1972 notation  2023
Pro*C     1996 pl   2024
hr-code   2019 barCodeFormat  2025
PEAR 1999 packageManager 2026
CYCL 1988 pl   2027
ESC/P     1992 pl   2028
OQL  1986 queryLanguage  2029
Coda web development software 2007 editor    2030
Hotdog    2001 pl   2031
Apple ProDOS   1983 os   2032
Meta Expressions    1960 dataNotation   2033
Netlib    1985 library   2034
MAI Basic Four 1974 pl   2035
Kaffeine  2010 pl   2036
General-purpose macro processor    1995 grammarLanguage     2037
ABC 80    1978 pl   2038
Glyph     2007 pl   2039
Savi 2018 pl   2040
Forml     2011 pl   2041
WebDNA    1995 pl   2042
Ciel 2010 pl   2043
Slideshow 2000 textMarkup     2044
Sing Sharp     2005 pl   2045
juniper   2016 pl   2046
Pnuts     1997 pl   2047
Nickle    2001 pl   2048
huginn    2015 pl   2049
Interactive C Interpreter     1980 pl   2050
Alumina   2021 pl   2051
tuplemarkup    2012 textMarkup     2052
Dern 2008 pl   2053
FOAF 2007 xmlFormat 2054
SHACL     2015 pl   2055
JCOF 2022 dataNotation   2056
Fardlang  2022 esolang   2057
lila-lang 2019 pl   2058
HUGO 1995 pl   2059
Bla  1994 pl   2060
False     1993 pl   2061
Lexon     2018 contractLanguage    2062
Scrapscript    2023 pl   2063
world     2011 pl   2064
Worst     2001 pl   2065
GUIDE     1994 pl   2066
IRC chat logs  1988 application    2067
Portable Bit Map Format  1986 textDataFormat 2068
v8torque  2018 pl   2069
Zork Implementation Language  1988 pl   2070
Dink Smallwood 1998 pl   2071
Nadesiko  2008 pl   2072
ARITH-MATIC    1954 pl   2073
IBM BASICA     1981 pl   2074
SenseTalk 2001 pl   2075
Irvine Dataflow     1975 pl   2076
Ruby Document format     1995 textMarkup     2077
ALGOL 68-R     1970 pl   2078
ARM Templates  2017 jsonFormat     2079
Crystallographic Information File  1991 textDataFormat 2080
candor    2012 pl   2081
Dasm 1988 assembly  2082
Lawvere   2021 pl   2083
ecsharp   2008 pl   2084
SpiderBasic    2015 pl   2085
Silicon Graphics Image   1996 binaryDataFormat    2086
Schematron     1999 xmlFormat 2087
Chipmunk Basic 1989 pl   2088
Daisy Systems  1983 pl   2089
Preferred Executable Format   1994 pl   2090
Common Data Format  1985 binaryDataFormat    2091
HAL Format     2012 binaryDataFormat    2092
elymas    2012 pl   2093
RapidQ    2000 pl   2094
SCM  1990 pl   2095
Split-C   1995 pl   2096
ILBM 1985 binaryDataFormat    2097
FXML 2011 xmlFormat 2098
A++  1996 pl   2099
METAPOST  1994 pl   2100
tamgu     2019 pl   2101
arret     2017 pl   2102
GRAAL     1986 pl   2103
ultralisp-pm   2018 packageManager 2104
Charcoal  2016 esolang   2105
Beta BASIC     1983 pl   2106
Unity3D Asset  2005 application    2107
tablam    2020 queryLanguage  2108
Prograph  1983 pl   2109
ATLAS Transformation Language 2005 pl   2110
Tandem Advanced Command Language   1999 pl   2111
Miva 1996 pl   2112
Ante 2013 esolang   2113
JSONScript     2016 pl   2114
CLAIRE    2004 pl   2115
Small     1980 pl   2116
Z    2019 pl   2117
CLPR 1986 pl   2118
Urbiscript     2003 pl   2119
System Automatycznego Kodowania Operacji     1960 pl   2120
YAMP 2019 dataNotation   2121
h    2019 esolang   2122
iCalendar 1998 textDataFormat 2123
pinto     2016 pl   2124
TAO  2020 dataNotation   2125
nydp 2014 pl   2126
JLang     2016 pl   2127
Link 2021 pl   2128
Serious   2021 pl   2129
Slim Framework 2013 framework 2130
Acme 1994 pl   2131
AspectC++ 2001 pl   2132
The Dog Programming Language  2011 pl   2133
frame     2013 pl   2134
stella    1999 pl   2135
z2   2015 pl   2136
ca65 Assembly  1998 assembly  2137
ctalk-lang     1989 pl   2138
Run BASIC 2008 pl   2139
Augment   1974 pl   2140
IBM BASIC 1981 pl   2141
MetaComCo 1981 pl   2142
Laning and Zierler system     1953 pl   2143
LINC 4GL  1980 pl   2144
Spice Lisp     1980 pl   2145
DarkBASIC 2000 pl   2146
Portable Standard Lisp   1980 pl   2147
Polymorphic Programming Language   1969 pl   2148
Obliq     1993 pl   2149
Atari ST BASIC 1985 pl   2150
Graphics BASIC 1983 pl   2151
IMP  1968 pl   2152
Cullinet  1968 pl   2153
Stalin    2006 compiler  2154
Knowledge Interchange Format  1990 pl   2155
Nimskull  2021 pl   2156
cperl     2017 pl   2157
IBM Informix-4GL    1985 queryLanguage  2158
loci 2013 pl   2159
hrqr 2015 barCodeFormat  2160
Dolittle  1952 pl   2161
Rita 2019 pl   2162
Leda 1995 pl   2163
MACRO-11  1974 pl   2164
DragonBASIC    2003 pl   2165
MakeDoc   2000 textMarkup     2166
Namespace-based Validation Dispatching Language   2006 xmlFormat 2167
ru   2015 pl   2168
Chrome    2008 pl   2169
Nord Programming Language     1974 pl   2170
Plaid     2009 pl   2171
adamant   2018 pl   2172
nianiolang     2015 pl   2173
flua 2012 pl   2174
FCL  1989 pl   2175
ProbeVue  2008 pl   2176
plink-ped-format    2007 textDataFormat 2177
starpial  2012 pl   2178
KAML 2018 dataNotation   2179
Kami 2022 textMarkup     2180
Binary Lambda Calculus   2004 esolang   2181
myrddin   2016 pl   2182
OMG IDL   2018 idl  2183
Plot 2006 pl   2184
Slick     2020 pl   2185
4th Dimension  1987 pl   2186
chain-format   2013 textDataFormat 2187
Fortran 90     1990 pl   2188
Netpbm grayscale image format 1988 textDataFormat 2189
clike     2014 pl   2190
Tynker    2012 visual    2191
XBEL 2006 pl   2192
HP-GL     1986 pl   2193
Game Oriented Assembly Lisp   1993 pl   2194
SP/k 1974 pl   2195
Sublime Syntax 2008 grammarLanguage     2196
ColorForth     1992 pl   2197
Lazy ML   1980 pl   2198
Mortran   1973 pl   2199
EXEC 2    1970 pl   2200
P′′  1964 pl   2201
ZBasic    1980 pl   2202
Ecstasy   2015 pl   2203
ISBL 1980 pl   2204
SIGNAL    1982 pl   2205
Steinhaus-Moser notation 1969 notation  2206
MML  1982 standard  2207
Content Assembly Mechanism    2002 xmlFormat 2208
Dataflex  1982 pl   2209
co2  2016 pl   2210
Ren-C     2012 pl   2211
rhine     2014 pl   2212
Croma     2005 pl   2213
Mobl 2010 pl   2214
UBJSON    2017 binaryDataFormat    2215
BASIC A+  1983 pl   2216
Mallard BASIC  1985 pl   2217
Janus     1990 pl   2218
LISP 2    1963 pl   2219
Ratfiv    1980 pl   2220
Apple BASIC    1978 pl   2221
Tree and Tabular Combined Notation 1992 pl   2222
keli 2018 pl   2223
mlatu     2021 pl   2224
a Lisp Environment  2019 pl   2225
UIML 2005 xmlFormat 2226
Chomski   2007 pl   2227
Visual Test    1992 pl   2228
Argus     1982 pl   2229
GameMonkey Script   2002 pl   2230
Steel Bank Common Lisp   1999 pl   2231
JIS X 0201     1969 characterEncoding   2232
Just Another Scripting Syntax 2009 pl   2233
LiteScript     2013 pl   2234
Om   2012 pl   2235
Avionics Architecture Design Language   2003 pl   2236
Trellis   1985 pl   2237
Kawa 1996 pl   2238
Magik     1989 pl   2239
Data General Business Basic   1970 pl   2240
mythryl   2006 pl   2241
TUTOR     1969 pl   2242
Refer     1978 textMarkup     2243
lambda-zero    2018 pl   2244
Kaleidoscope   1994 pl   2245
fp   2022 pl   2246
zl   2012 pl   2247
3APL 1998 pl   2248
Enterprise Mashup Markup Language  2001 pl   2249
OpenComal 2006 pl   2250
nylo 2017 pl   2251
orca 1985 pl   2252
TI-89 series   1998 pl   2253
rpscript  2018 pl   2254
awl  2014 pl   2255
juicy     2017 pl   2256
RapidBatch     2017 pl   2257
kerf 2015 pl   2258
Devicetree     2009 dataNotation   2259
G-Portugol     2005 pl   2260
nimrod    2013 pl   2261
Objective-S    1980 pl   2262
protium   2007 pl   2263
bml  2014 dataNotation   2264
Make 1977 application    2265
WHIRL     1997 pl   2266
Y    1981 pl   2267
SnapTag   2011 barCodeFormat  2268
Transaction Language 1   1984 pl   2269
Gene transfer format     2006 textDataFormat 2270
MEDUSA    2002 pl   2271
Aztec C   1980 pl   2272
ΛProlog   1986 pl   2273
CECIL     1992 pl   2274
polyglot-compiler   2003 compiler  2275
ana  2018 pl   2276
CodeGear Delphi     1995 pl   2277
Vilnius BASIC  1986 pl   2278
Scratchpad     1971 pl   2279
l2   2017 pl   2280
Jisp 2014 pl   2281
mys  2020 pl   2282
Integrated Data Store    1964 queryLanguage  2283
DYNAMO    1959 pl   2284
Eurisko   1978 pl   2285
Alma-0    1997 pl   2286
RamdaScript    2016 pl   2287
hivemind  2015 pl   2288
B32 Business Basic  1986 pl   2289
WFL  1961 pl   2290
AgentSpeak     1994 pl   2291
BCX  1999 pl   2292
Cornell University Programming Language 1967 pl   2293
Meditech Interpretive Information System     1986 pl   2294
Gforth    1992 pl   2295
Sun Raster     1989 binaryDataFormat    2296
UPIC 2018 pl   2297
MAPPER    1960 pl   2298
mages     2016 pl   2299
jonprl    2015 pl   2300
txtzyme   2010 pl   2301
Piet 1990 esolang   2302
Slony     2004 application    2303
SIMPL     1990 pl   2304
Text Executive Programming Language     1979 pl   2305
Wirth syntax notation    1977 grammarLanguage     2306
egel 2016 interpreter    2307
Common Lisp with Arc Macros and Procedures   2014 pl   2308
I    2012 pl   2309
RLaB 1998 pl   2310
QOIR 2022 binaryDataFormat    2311
Formula language    1989 pl   2312
OptimJ    2006 pl   2313
rainbow   2009 pl   2314
fjs  2013 pl   2315
phorth    2016 pl   2316
CMS Pipelines  1986 pl   2317
DEVIL     2000 pl   2318
icarus    2015 pl   2319
Ham  2013 pl   2320
sill 2015 pl   2321
badlanguage    2017 pl   2322
rel-lang  2015 pl   2323
gintonic  2018 queryLanguage  2324
jedlang   2015 pl   2325
runiq     2015 pl   2326
blur-markup-language     2017 textMarkup     2327
formality 2019 pl   2328
ramen     2017 pl   2329
corescript     2018 pl   2330
X PixMap  1989 textDataFormat 2331
mdl  2019 isa  2332
lezer     2019 grammarLanguage     2333
emesh     2014 esolang   2334
flownote  2019 pl   2335
oopsilon  2017 esolang   2336
U    2013 pl   2337
elegance  2017 pl   2338
AmbientTalk    2006 pl   2339
emfatic   2004 pl   2340
git-config     2005 application    2341
LARP 2003 pl   2342
Lazy K    2002 esolang   2343
Liso 2014 dataNotation   2344
><>  2009 esolang   2345
Ion Schema Language 2018 grammarLanguage     2346
Robots.txt     1994 configFormat   2347
specrtl   2011 pl   2348
vivaldi   2015 pl   2349
PascalABC.NET  2002 pl   2350
kei  2019 pl   2351
edgelisp  2008 pl   2352
D data language specification 1994 queryLanguage  2353
CONVERT   1966 pl   2354
GeneXus   1988 pl   2355
unseemly  2016 pl   2356
typecobol 2015 pl   2357
Alternate Instruction Set     2001 isa  2358
r4   2009 pl   2359
Fenix Project  2006 pl   2360
ScriptBasic    1999 pl   2361
BASICODE  1980 pl   2362
Knowledge Query and Manipulation Language    1993 queryLanguage  2363
MARK IV   1985 pl   2364
TTM  1968 pl   2365
Ease 1991 pl   2366
JOSS Extended and Adapted for Nineteen-hundred    1960 pl   2367
Lava 2001 pl   2368
BASIC09   1978 pl   2369
MacBASIC  1985 pl   2370
Encore    2014 pl   2371
Brain-Flak     2016 esolang   2372
R++  1990 pl   2373
CHILL     1980 pl   2374
ELAN 1974 pl   2375
SAOL 1999 pl   2376
Southampton BASIC System 1960 pl   2377
IPTSCRAE  1994 pl   2378
moinmoin  2000 textMarkup     2379
CodeStudAssembler   2017 assembly  2380
ktexteditor-editor  2014 editor    2381
Cambridge Algebra System 1973 pl   2382
PACT I    1955 pl   2383
Continuity of Care Record     2007 xmlFormat 2384
AUI  2002 pl   2385
Amigas    1989 pl   2386
Hopscotch 2016 pl   2387
SPIP 1977 pl   2388
Nomad software 1976 pl   2389
Corman Common Lisp  1995 pl   2390
Ciao 1984 pl   2391
PICO 1997 pl   2392
Join Java 2000 pl   2393
fork-lang 2014 pl   2394
Scheme 2-D     2021 pl   2395
Snowball  2001 pl   2396
preforth  2018 pl   2397
quaint-lang    2015 pl   2398
RascalMPL 2010 pl   2399
TScript   2012 pl   2400
remix     2016 pl   2401
VlibTemplate   2003 template  2402
neutron   2019 pl   2403
emerald-lang   2019 pl   2404
Riff 2020 pl   2405
HCard     2009 xmlFormat 2406
Ad-hoc    2017 pl   2407
polymath  2020 textMarkup     2408
Edina     2022 pl   2409
rocket    2018 pl   2410
Jammy     2021 pl   2411
nlpl 2018 pl   2412
lsd  2016 textMarkup     2413
Calc4     2018 pl   2414
cosh 2022 pl   2415
eskew     2019 pl   2416
BML  2007 xmlFormat 2417
coherence 2009 pl   2418
s-lang    1992 pl   2419
CBOR data definition language 2017 idl  2420
hop  2006 pl   2421
Joyfully Universal Language for (Inline) Assembly 2016 pl   2422
LIFE 1987 pl   2423
Myghty    2006 pl   2424
ppm-format     1988 textDataFormat 2425
SHIFT     1997 pl   2426
Visual Smalltalk Enterprise   1992 pl   2427
PV-Wave   1988 pl   2428
APLX 1985 pl   2429
ABSET     1969 pl   2430
Agora     1993 pl   2431
MapBasic  1997 pl   2432
TMG  1968 grammarLanguage     2433
Elliott ALGOL  1962 pl   2434
Jet Propulsion Laboratory Display Information System   1973 pl   2435
Bounce    2016 pl   2436
Pascal Script  2000 pl   2437
ircis     2019 esolang   2438
Concurrent ML  1993 pl   2439
DML  1992 pl   2440
THINK C   1986 pl   2441
OpenROAD  1990 pl   2442
GUIDO music notation     1998 textDataFormat 2443
EasyLanguage   1995 pl   2444
Data Catalog Vocabulary  2014 schema    2445
Meta II   1962 grammarLanguage     2446
Omnis Studio   1982 pl   2447
Easy Programming Language     2004 pl   2448
Systems Biology Markup Language    2006 xmlFormat 2449
ITL  1981 pl   2450
Protel    1975 pl   2451
V    2016 esolang   2452
ALGOL N   1967 pl   2453
Galaksija BASIC     1983 pl   2454
FastTrack Scripting Host 2006 pl   2455
APSE 1980 pl   2456
Harwell-Boeing file format    1989 textDataFormat 2457
SPITBOL   1971 pl   2458
String diagram 1971 notation  2459
Intuit Interchange Format     2004 textDataFormat 2460
PALASM    1980 pl   2461
WOL  1997 pl   2462
Framework office suite   1983 pl   2463
QUIKSCRIPT     1965 pl   2464
SBASIC    1983 pl   2465
Star 2021 pl   2466
Jazz 2019 pl   2467
Abbreviated Test Language for All Systems    1984 pl   2468
mycroft   2013 pl   2469
ralph     2010 pl   2470
grid-notation  2013 textDataFormat 2471
MewMew    2020 esolang   2472
sugartex  2018 textMarkup     2473
y-lang    2019 pl   2474
Calypso   2020 pl   2475
Proteus   1998 pl   2476
whack     2018 pl   2477
BlazeX    2020 pl   2478
setlx     2011 pl   2479
flame-ir  2015 ir   2480
toki sona 2021 pl   2481
CGOL 1973 pl   2482
ZENO 1995 pl   2483
AIML 2001 dataNotation   2484
Little Implementation Language     1974 pl   2485
Insitux   2021 pl   2486
Cane 2022 musicalNotation     2487
Rye  2019 pl   2488
Daplex    1979 pl   2489
NXT-G     2006 pl   2490
r3   2021 pl   2491
shadama   2017 pl   2492
PCrap     2021 pl   2493
RigC 2021 pl   2494
Amazon Redshift     2012 queryLanguage  2495
RTF  1987 textMarkup     2496
vCard     1998 textDataFormat 2497
Chika     2019 pl   2498
latte-js  2012 pl   2499
duro 2003 queryLanguage  2500
Blue 1977 pl   2501
Lesma     2022 pl   2502
HuwCode   2018 pl   2503
penguor   2020 pl   2504
taxa 2014 pl   2505
acorn-lang     2015 pl   2506
newclay   2011 pl   2507
Idio 2015 pl   2508
Mewl 2022 esolang   2509
stacklang 2018 pl   2510
Storymatic     2022 pl   2511
Esoteric Reaction   2020 esolang   2512
Horse64   2020 pl   2513
passambler     2015 pl   2514
rockstar-rkt   2019 pl   2515
Workfl    2019 textMarkup     2516
GamerLanguage  2021 pl   2517
Marine Trading Markup Language     2000 xmlFormat 2518
Procfile  2012 pl   2519
quorum    2013 pl   2520
srv  2010 idl  2521
Trex 2001 grammarLanguage     2522
USD  2016 pl   2523
wescheme  2009 pl   2524
APL2 1984 pl   2525
blue 2009 pl   2526
EFL  1979 pl   2527
Structured Control Language   1998 pl   2528
Twelf     2006 pl   2529
TASM 1989 pl   2530
Tosh 2015 pl   2531
Visual DataFlex     1982 pl   2532
Rexon     1978 pl   2533
FpgaC     1996 pl   2534
Object-Z  1991 pl   2535
SYMPL     1970 pl   2536
Ikarus Scheme implementation  2007 pl   2537
LYaPAS    1964 pl   2538
ObjectLOGO     1993 pl   2539
Agilent VEE    1991 pl   2540
AlphaBasic     1976 pl   2541
BASIC-11  1976 pl   2542
PS-algol  1981 pl   2543
Structured Product Labeling   2004 xmlFormat 2544
GARP 1988 pl   2545
CS-Script 2004 pl   2546
PROIV     1976 pl   2547
RuleML    2002 pl   2548
aplette   2014 pl   2549
DEMOS     1978 pl   2550
Flex language  1967 pl   2551
SLIP 1960 pl   2552
glush     2019 grammarLanguage     2553
Taijilang 2014 pl   2554
CMU Common Lisp     1980 pl   2555
ALCOR     1959 pl   2556
Larceny Scheme implementation 2017 pl   2557
Acornsoft Logo 1985 pl   2558
Napier88  1989 pl   2559
Basic4GL  2002 pl   2560
GNU E     1991 pl   2561
Nested Context Language  2000 xmlFormat 2562
SuperTalk 1989 pl   2563
SAM76     1970 pl   2564
Standard for Exchange of Non-clinical Data   2002 standard  2565
VAL  1980 pl   2566
Robot Battle   1994 pl   2567
INFER     1992 pl   2568
S/SL 1980 pl   2569
Digital Interactive Business Oriented Language    1970 pl   2570
Tymshare SuperBasic 1968 pl   2571
Tag Line Commands   2015 pl   2572
KamilaLisp     2021 pl   2573
eco-editor     2012 editor    2574
sham 2016 grammarLanguage     2575
Extended ML    1985 pl   2576
BASIC-E   1976 pl   2577
UniVerse  1997 pl   2578
Post production     1941 grammarLanguage     2579
6gunz     2018 pl   2580
Dexterity 1991 pl   2581
DARPA Agent Markup Language   1999 xmlFormat 2582
PASCAL/MT+     1988 pl   2583
LIMDEP    1980 pl   2584
Atom 2007 pl   2585
SASL 1972 pl   2586
NCAR Command Language    1990 pl   2587
CommonLoops    1986 pl   2588
Khepri    2012 pl   2589
Typographical Number Theory   1979 notation  2590
UNCOL     1958 ir   2591
SISC 2007 pl   2592
Alpha     1971 pl   2593
ALTRAN    1968 pl   2594
PowerHouse     1988 pl   2595
Secure Operations Language    1970 pl   2596
Election Markup Language 2001 xmlFormat 2597
RenderMan Shading Language    1989 pl   2598
ed   1973 editor    2599
Squire    2021 pl   2600
Knight    2021 pl   2601
Hook 2021 pl   2602
Langage Sans Espoir 1971 pl   2603
Flapjax   2006 pl   2604
Little b  2004 pl   2605
CheetahTemplate     2001 template  2606
AIL  2016 ir   2607
nulan     2012 pl   2608
Hot Cocoa Lisp 2013 pl   2609
Lithe     1982 pl   2610
Curly     2021 pl   2611
RustScript     2021 pl   2612
rio  2017 pl   2613
Bizubee   2015 pl   2614
KavaScript     2021 pl   2615
Octune    2021 pl   2616
mlpolyr   2016 pl   2617
Cotton    2021 pl   2618
ForthScript    2020 pl   2619
lamderp   2013 pl   2620
Iode 2015 pl   2621
PearScript     2016 pl   2622
woe  2009 pl   2623
H++  2013 pl   2624
Jingo     2020 pl   2625
Hina 2020 pl   2626
microl    2021 pl   2627
Fern 2022 pl   2628
MeanscriptCLI  2020 pl   2629
mountain  2019 pl   2630
lambcalc  2019 pl   2631
Broccoli  2020 pl   2632
mai  2019 pl   2633
alan 2018 pl   2634
avro 2012 idl  2635
beautiful-report-language     2003 pl   2636
Copilot   2021 pl   2637
lain 2017 pl   2638
luau 2020 pl   2639
MathLingua     2019 pl   2640
michelson 2017 pl   2641
Nasal     2002 pl   2642
plantuml  2010 textMarkup     2643
rosie     2015 queryLanguage  2644
Timpani   2017 textMarkup     2645
bioscript 2019 pl   2646
CP   1987 pl   2647
Darcs Advanced Revision Control System  2003 application    2648
Emerald   1987 pl   2649
QCL  2005 pl   2650
rise 2020 pl   2651
sora 2019 pl   2652
SubX 2019 assembly  2653
webql     2001 queryLanguage  2654
MINC 1985 pl   2655
OWBasic   2000 pl   2656
Phoenix Object Basic     2001 pl   2657
CA-Realizer    1992 pl   2658
FLACC     1977 pl   2659
Object Oberon  1990 pl   2660
Ramis software 1960 pl   2661
Smalltalk MT   1994 pl   2662
Mama 2010 pl   2663
TOM  2001 pl   2664
ZigZag    1965 knowledgeBase  2665
Actor     1988 pl   2666
Gello Expression Language     2001 pl   2667
OMeta     2007 grammarLanguage     2668
NPL  1977 pl   2669
IFPS 1970 pl   2670
Matita    1999 pl   2671
Abstract State Machine Language    2001 pl   2672
CA-Telon  1981 pl   2673
SR   1988 pl   2674
Lynx 1984 pl   2675
PIKT 1998 pl   2676
Distributed Application Specification Language    1999 pl   2677
Langage Implementation Systeme     1980 pl   2678
Algebraic Logic Functional    1990 pl   2679
Subtext   2005 pl   2680
CAL Actor Language  2001 pl   2681
FuzzyCLIPS     1995 knowledgeBase  2682
Tektronix 4050 1980 pl   2683
IBM 1401 Symbolic Programming System    1959 compiler  2684
Information Algebra 1962 pl   2685
PVS  1992 pl   2686
Real-time Cmix 1992 pl   2687
Actor-Based Concurrent Language    1986 pl   2688
Occam π   2005 pl   2689
Strand    1989 pl   2690
Onyx 1989 pl   2691
Tiger-BASIC    1986 pl   2692
IBM Rational SQABasic    1996 pl   2693
Batari Basic   2007 pl   2694
Bywater BASIC  1992 pl   2695
NorthStar BASIC     1977 pl   2696
Allegro Common Lisp 1986 pl   2697
Todotxt   2006 dataNotation   2698
CokeScript     2015 pl   2699
D4   2001 pl   2700
Texy!     2004 textMarkup     2701
ShEx 2012 grammarLanguage     2702
Scriptol  2001 pl   2703
Alphard   1974 pl   2704
Typecast.js    2013 pl   2705
daonode   2011 pl   2706
CLiX markup    1998 xmlFormat 2707
LEAP 1969 pl   2708
t-lang    2019 pl   2709
Swym 2012 pl   2710
gfoo 2020 pl   2711
Ferite    2000 pl   2712
Moescript 2012 pl   2713
tridash   2018 pl   2714
wats 2017 pl   2715
weebasic  2021 pl   2716
FutureScript   2015 pl   2717
TextFrame 2008 textMarkup     2718
Broccoli  2008 pl   2719
leaf 2013 pl   2720
psyche    2018 pl   2721
Broccoli  2022 esolang   2722
LES  2012 grammarLanguage     2723
The New Hampshire X Format    1999 textDataFormat 2724
Patient-Oriented Prescription Programming Language     2015 pl   2725
Spice     2021 pl   2726
Sweet Expressions   2013 dataNotation   2727
verve     2017 pl   2728
Eden 1995 pl   2729
emoticon  2004 esolang   2730
mmix 1999 assembly  2731
Red  1972 pl   2732
ssl-lang  1976 pl   2733
Hummingbird QuickScript  1990 pl   2734
High Tech BASIC     1988 pl   2735
Gauche Scheme implementation  1998 pl   2736
Stratego/XT    1998 grammarLanguage     2737
DAML+OIL  2001 pl   2738
XCore Architecture  2007 isa  2739
Advanced Continuous Simulation Language 1967 pl   2740
Averest   2005 pl   2741
EUMEL     1979 pl   2742
SIMPLE    1980 pl   2743
Ecological Metadata Language  1997 xmlFormat 2744
muMath    1978 pl   2745
PALcode   1996 isa  2746
PICT 1992 pl   2747
YAP  1985 pl   2748
MathType  1987 application    2749
Ethernet  1973 protocol  2750
JPEG 1992 binaryDataFormat    2751
Open Financial Exchange  1997 xmlFormat 2752
patch     1985 unixApplication     2753
Mass Energy Equation     1905 equation  2754
QED  1967 editor    2755
Autoconf  1991 configFormat   2756
Common Log Format   1995 textDataFormat 2757
ex   1978 editor    2758
Interpress     1986 textMarkup     2759
XGMML     2006 pl   2760
FILETAB   1966 pl   2761
